127.0.0.1 - - [29/Jan/2024:09:45:17 -0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:12 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:12 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:12 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:20 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2630
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:20 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:20 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:20 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:58 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2651
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:58 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:58 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:27:58 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:09 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2652
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:09 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:09 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:09 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:16 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2652
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:16 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:16 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:16 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:33 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2652
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:34 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4913
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:34 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:34 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:40 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2652
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:40 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4913
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:40 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:28:40 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:20 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2652
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:20 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:20 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:20 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:28 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2660
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:28 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4932
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:28 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:28 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:50 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:50 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:50 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:50 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:57 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:57 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4932
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:57 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:29:57 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:05 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:05 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4932
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:05 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:05 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:23 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:23 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:23 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:27 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:28 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4932
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:28 -0800] "GET /Shopaholic/asset/favicon.ico HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:31 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:31 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:35 -0800] "GET /Shopaholic/images/gamer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:36 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2447
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:30:41 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:14 -0800] "GET /Shopaholic/images/gamer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4950
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:32 -0800] "GET /Shopaholic/images/gamer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:33 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4950
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:34 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:34 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:41 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:41 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4950
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:41 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:41 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:58 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:58 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4950
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:58 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:31:58 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:02 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:02 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:02 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:02 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:21 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:21 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4969
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:21 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:21 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:29 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:29 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4969
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:29 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:29 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:38 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2660
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:38 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:38 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:38 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:51 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2880
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:51 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:51 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:32:51 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:08 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2666
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:08 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:08 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:08 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:22 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2673
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:22 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:22 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:22 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:24 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:24 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:24 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:30 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:30 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:30 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:32 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2703
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:37 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:37 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:57 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:58 -0800] "GET /Shopaholic/images/gamer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:33:59 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2773
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:01 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:01 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:02 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2773
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:56 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:56 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:56 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:56 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:59 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:59 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:34:59 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:00 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:00 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:00 -0800] "GET /Shopaholic/images/signin-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:04 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:04 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:04 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:14 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2772
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:46 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2753
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:46 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:46 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:46 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:48 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:48 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:35:51 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2724
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:03 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:03 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:06 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2717
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:08 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:08 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:10 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:10 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:11 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:13 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:13 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:16 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:16 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 2013
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:16 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:17 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:17 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1528
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:17 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:18 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:18 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:21 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2753
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:26 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:26 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:30 -0800] "POST /Shopaholic/UserServlet HTTP/1.1" 200 2715
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:34 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:34 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3453
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:34 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:40 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:16:36:40 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 7122
